engine_id,predicted_RUL,true_RUL,imminent_failure_flag,top_sensors,top_subsystems
62,28.054733276367188,54,True,"[('sensor_9', 0.1333339380572992), ('sensor_14', 0.13117243341442353), ('sensor_12', 0.09188774507322309), ('sensor_20', 0.087433661938914), ('sensor_7', 0.05988302676862075)]","[('Fan', 0.320474799694905), ('Corrected fan speed (rpm)', 0.1333339380572992), ('Physical fan speed (rpm)', 0.13117243341442353), ('High-Pressure Turbine (HPT)', 0.12307248649797381), ('Combustion Chamber', 0.09814020572841478)]"
63,49.792728424072266,72,False,"[('sensor_13', 0.09566415025178768), ('sensor_8', 0.09309925757528127), ('sensor_12', 0.08819479718240364), ('sensor_4', 0.08780149394054437), ('sensor_11', 0.07841749558342798)]","[('High-Pressure Turbine (HPT)', 0.22311530488795275), ('High-Pressure Compressor (HPC)', 0.1379369931205802), ('Combustion Chamber', 0.13615550883929273), ('Overall Inlet', 0.13227416081066537), ('Fan inlet pressure (psia)', 0.1322200414067502)]"
64,15.256302833557129,28,True,"[('sensor_4', 0.08969361125777431), ('sensor_12', 0.08567685050446591), ('sensor_8', 0.0835852240251592), ('sensor_13', 0.08195601198842035), ('sensor_11', 0.08129371991614606)]","[('High-Pressure Turbine (HPT)', 0.2255014809457942), ('Combustion Chamber', 0.1485655545423782), ('Overall Inlet', 0.12614685815919732), ('Fan inlet pressure (psia)', 0.12607999001202252), ('High-Pressure Compressor (HPC)', 0.11987698709573111)]"
65,92.19759368896484,128,False,"[('sensor_20', 0.11303402033365628), ('op_setting_1', 0.10151934172913124), ('sensor_12', 0.1008189492583601), ('sensor_21', 0.09877835703849008), ('sensor_7', 0.08218016884573308)]","[('Fan', 0.18888094740078848), ('High-Pressure Turbine (HPT)', 0.1617286904794948), ('Unknown', 0.15417209344560928), ('Overall Engine System', 0.11318571012875028), ('Engine pressure ratio', 0.11303402033365628)]"
66,16.913179397583008,14,True,"[('sensor_14', 0.12531220698131557), ('sensor_9', 0.1194922587862767), ('sensor_4', 0.07639936039548838), ('sensor_6', 0.0761508748960399), ('sensor_17', 0.06926991525306216)]","[('Fan', 0.3209553406636322), ('High-Pressure Turbine (HPT)', 0.16546215240728093), ('Combustion Chamber', 0.13227792777859718), ('Physical fan speed (rpm)', 0.12531220698131557), ('Corrected fan speed (rpm)', 0.1194922587862767)]"
67,100.94715118408203,77,False,"[('sensor_20', 0.10342154180273248), ('sensor_12', 0.10082573287553322), ('sensor_6', 0.09440794334374018), ('sensor_7', 0.07160548348187792), ('sensor_2', 0.0679378630117932)]","[('Fan', 0.18160085853250385), ('High-Pressure Turbine (HPT)', 0.1580604116306627), ('Overall Inlet', 0.1396191976441661), ('Fan inlet pressure (psia)', 0.13954334649367112), ('Unknown', 0.10741467967990335)]"
68,2.6463589668273926,8,True,"[('sensor_15', 0.0946140769231728), ('sensor_11', 0.0922153419967927), ('sensor_4', 0.08712550517898683), ('sensor_17', 0.07896977299011024), ('sensor_8', 0.07612508584786493)]","[('High-Pressure Turbine (HPT)', 0.20685098949192413), ('Combustion Chamber', 0.17118511498690292), ('Fan', 0.13751517706767252), ('High-Pressure Compressor (HPC)', 0.11640929776928416), ('Overall Inlet', 0.10039968244383712)]"
69,117.8495101928711,121,False,"[('sensor_12', 0.08178370593561748), ('op_setting_1', 0.08011218595073512), ('sensor_20', 0.07383352486195927), ('sensor_21', 0.07095941261047277), ('sensor_6', 0.06964502773518262)]","[('High-Pressure Turbine (HPT)', 0.2061984510713198), ('Unknown', 0.13587546008886567), ('High-Pressure Compressor (HPC)', 0.12198136636460759), ('Fan', 0.11725565204406561), ('Overall Inlet', 0.11655621807207452)]"
70,79.39495086669922,94,False,"[('sensor_12', 0.0967116476954166), ('sensor_11', 0.09088267250721357), ('sensor_6', 0.08769388089201256), ('sensor_13', 0.0730650303260949), ('sensor_8', 0.07268176892454002)]","[('High-Pressure Turbine (HPT)', 0.18351338074851956), ('Fan', 0.1492467177130984), ('High-Pressure Compressor (HPC)', 0.12687958865725507), ('Overall Inlet', 0.12265126777513888), ('Fan inlet pressure (psia)', 0.12259014149469669)]"
71,94.38798522949219,118,False,"[('sensor_12', 0.10617792108359095), ('sensor_20', 0.0948343622577841), ('sensor_6', 0.08775846789954751), ('op_setting_1', 0.08342603075799586), ('sensor_9', 0.07129202495647632)]","[('Fan', 0.21767317134555914), ('High-Pressure Turbine (HPT)', 0.1473933019844006), ('Unknown', 0.14168346295016096), ('Overall Inlet', 0.12350111563419433), ('Fan inlet pressure (psia)', 0.12339036882938756)]"
72,50.42390441894531,50,False,"[('sensor_12', 0.10880299241094664), ('sensor_7', 0.09442769918635532), ('sensor_14', 0.09136392009375932), ('sensor_9', 0.08522357952303145), ('sensor_20', 0.07888709323635114)]","[('Fan', 0.22606151270552252), ('High-Pressure Turbine (HPT)', 0.17406273988127455), ('Overall Inlet', 0.13048141874424762), ('Fan inlet pressure (psia)', 0.13041562488731887), ('Low-Pressure Compressor (LPC)', 0.10891576063962802)]"
73,101.74298095703125,131,False,"[('sensor_12', 0.11874149447794977), ('sensor_20', 0.10040493121846446), ('sensor_7', 0.08757685266546024), ('sensor_6', 0.0683807613881942), ('sensor_13', 0.06519557701464086)]","[('High-Pressure Turbine (HPT)', 0.18455753084106685), ('Fan', 0.14582201349721466), ('Overall Inlet', 0.13620062044321365), ('Fan inlet pressure (psia)', 0.1361144760195415), ('Low-Pressure Compressor (LPC)', 0.11887636159633513)]"
74,103.39354705810547,126,False,"[('sensor_15', 0.07918976399627276), ('sensor_12', 0.07627591928224234), ('sensor_20', 0.07556866957478786), ('sensor_6', 0.07483337691726645), ('sensor_11', 0.07323595301916944)]","[('High-Pressure Turbine (HPT)', 0.1777460479088672), ('Fan', 0.17749257212039415), ('Overall Inlet', 0.12244112640824809), ('Fan inlet pressure (psia)', 0.12237051534173002), ('Combustion Chamber', 0.10566737076401553)]"
75,87.39188385009766,113,False,"[('sensor_12', 0.10980981742647875), ('sensor_20', 0.09107293498242507), ('sensor_7', 0.08112650863559107), ('sensor_21', 0.0739986031300754), ('sensor_6', 0.07007485733034198)]","[('High-Pressure Turbine (HPT)', 0.20324996383940497), ('Fan', 0.1427882885798427), ('Overall Inlet', 0.13576365281767083), ('Fan inlet pressure (psia)', 0.13568650083218614), ('Low-Pressure Compressor (LPC)', 0.10994126116162382)]"
76,3.682924270629883,10,True,"[('sensor_15', 0.09445171443940621), ('sensor_14', 0.08608512025304897), ('sensor_11', 0.08017511014348365), ('sensor_4', 0.07877870308969973), ('sensor_6', 0.07536872324808985)]","[('Fan', 0.2342022341357694), ('High-Pressure Turbine (HPT)', 0.16615869970442973), ('Combustion Chamber', 0.15446222755510222), ('Overall Inlet', 0.09504596027171619), ('Fan inlet pressure (psia)', 0.09500693428268567)]"
77,18.980993270874023,34,True,"[('sensor_4', 0.10191430581818571), ('sensor_13', 0.09616619001120799), ('sensor_8', 0.09558140361719963), ('sensor_12', 0.08688059234456555), ('sensor_11', 0.08532828812737686)]","[('High-Pressure Turbine (HPT)', 0.24962400083410585), ('Combustion Chamber', 0.1407160811525363), ('Overall Inlet', 0.13604666992171613), ('Fan inlet pressure (psia)', 0.13600724614300416), ('High-Pressure Compressor (HPC)', 0.12518194887252532)]"
78,119.82598114013672,107,False,"[('sensor_12', 0.13779558814742193), ('sensor_20', 0.1326427007719771), ('sensor_21', 0.09729398391937813), ('op_setting_1', 0.09001159838197248), ('op_setting_2', 0.07910756084153915)]","[('Unknown', 0.16919928215722377), ('Fan', 0.1575487992425237), ('High-Pressure Turbine (HPT)', 0.14032224081265388), ('Low-Pressure Compressor (LPC)', 0.13794339991478752), ('LPC outlet temperature (corrected)', 0.13779558814742193)]"
79,85.14373779296875,63,False,"[('sensor_12', 0.10413642457424893), ('sensor_7', 0.09743028666385474), ('sensor_4', 0.0879006195103337), ('sensor_20', 0.08031521888738405), ('sensor_8', 0.07851369183820994)]","[('High-Pressure Turbine (HPT)', 0.2249708710385962), ('Overall Inlet', 0.14810214604275299), ('Fan inlet pressure (psia)', 0.14805182005313067), ('High-Pressure Compressor (HPC)', 0.12777129169808876), ('Fan', 0.11173119265814438)]"
80,96.01606750488281,90,False,"[('sensor_12', 0.08467605945782214), ('sensor_20', 0.07730280827679732), ('sensor_7', 0.07527952308079203), ('sensor_11', 0.07164220930398163), ('sensor_6', 0.07031673905655568)]","[('Fan', 0.1933582528056637), ('High-Pressure Turbine (HPT)', 0.17835177874772248), ('Overall Inlet', 0.11913735217382945), ('Fan inlet pressure (psia)', 0.11908266312085813), ('Combustion Chamber', 0.1127804272923571)]"
81,2.450946807861328,8,True,"[('sensor_15', 0.10532868482526417), ('sensor_11', 0.10461741093977332), ('sensor_4', 0.08927128211136681), ('sensor_8', 0.07489140986136299), ('sensor_6', 0.07415113251684684)]","[('High-Pressure Turbine (HPT)', 0.20583624793520833), ('Combustion Chamber', 0.17419518660384112), ('Fan', 0.14242248185243145), ('High-Pressure Compressor (HPC)', 0.12585767254636296), ('Physical core engine speed (rpm)', 0.10532868482526417)]"
82,4.4687652587890625,9,True,"[('sensor_11', 0.10898879951571656), ('sensor_15', 0.0931359985595684), ('sensor_8', 0.08904659069828068), ('sensor_13', 0.08452763811848103), ('sensor_17', 0.07864137668403096)]","[('High-Pressure Turbine (HPT)', 0.21801350494604763), ('Combustion Chamber', 0.18763017619974753), ('High-Pressure Compressor (HPC)', 0.1212060668913158), ('Overall Inlet', 0.11360889746073768), ('Fan inlet pressure (psia)', 0.11355158310891451)]"
83,90.71671295166016,137,False,"[('sensor_12', 0.09783904551855788), ('sensor_20', 0.09296478642107708), ('sensor_7', 0.0850592132652591), ('sensor_6', 0.07016742545065925), ('sensor_21', 0.07010870237425273)]","[('High-Pressure Turbine (HPT)', 0.18348906356531372), ('Fan', 0.13948757682975982), ('Overall Inlet', 0.13945757091981856), ('Fan inlet pressure (psia)', 0.1393739275099995), ('Unknown', 0.11851669398536839)]"
84,56.69916915893555,58,False,"[('sensor_4', 0.08774978184873304), ('sensor_12', 0.08309176188928377), ('sensor_13', 0.07947711915016271), ('sensor_11', 0.07926305900027303), ('sensor_8', 0.07310949960680271)]","[('High-Pressure Turbine (HPT)', 0.20338859509810375), ('Combustion Chamber', 0.13736518243821358), ('High-Pressure Compressor (HPC)', 0.13390837830478866), ('Overall Inlet', 0.13092409573938435), ('Fan inlet pressure (psia)', 0.13085801000176273)]"
85,110.85135650634766,118,False,"[('sensor_6', 0.0771272382364145), ('sensor_13', 0.07636495187073479), ('sensor_7', 0.07334169400788461), ('sensor_12', 0.07261072779904587), ('sensor_20', 0.07032618252263016)]","[('High-Pressure Turbine (HPT)', 0.2058943655649656), ('Overall Inlet', 0.13385269411275985), ('Fan inlet pressure (psia)', 0.133760392559071), ('Fan', 0.12907135212850848), ('High-Pressure Compressor (HPC)', 0.1253329922849595)]"
86,108.52552032470703,89,False,"[('sensor_12', 0.09183293779195804), ('sensor_7', 0.08303618823717125), ('sensor_20', 0.08101647043485237), ('sensor_14', 0.08007118653723007), ('sensor_11', 0.06585816135333478)]","[('Fan', 0.19798318163201134), ('High-Pressure Turbine (HPT)', 0.16798108118723465), ('Overall Inlet', 0.1318329539048183), ('Fan inlet pressure (psia)', 0.1317496812279114), ('Combustion Chamber', 0.10235985955678552)]"
87,117.21932220458984,116,False,"[('sensor_20', 0.12713804081322808), ('sensor_12', 0.12125741741767057), ('sensor_7', 0.08428450727131483), ('sensor_6', 0.0742710130977619), ('op_setting_2', 0.06654543878304092)]","[('Fan', 0.16730785025020561), ('High-Pressure Turbine (HPT)', 0.13266724507279615), ('Overall Inlet', 0.13220184801787366), ('Fan inlet pressure (psia)', 0.13210731085864494), ('Overall Engine System', 0.12732336174100126)]"
88,94.93083953857422,115,False,"[('sensor_8', 0.0875034573870682), ('sensor_12', 0.08715101046191916), ('sensor_6', 0.07705763878496219), ('sensor_4', 0.07617970711488657), ('sensor_13', 0.07562503424123214)]","[('High-Pressure Turbine (HPT)', 0.20185852488956163), ('High-Pressure Compressor (HPC)', 0.14454706878839374), ('Overall Inlet', 0.13419685972687823), ('Fan inlet pressure (psia)', 0.13411607417651725), ('Unknown', 0.10841400788264097)]"
89,102.86898040771484,136,False,"[('sensor_12', 0.07491051192788138), ('sensor_6', 0.07480023263254812), ('sensor_11', 0.07378955967584394), ('sensor_21', 0.0690909683883393), ('sensor_4', 0.0689798663768319)]","[('High-Pressure Turbine (HPT)', 0.20669234019070393), ('Fan', 0.13468163536534025), ('Overall Inlet', 0.12191175998253745), ('Fan inlet pressure (psia)', 0.12183244390983639), ('High-Pressure Compressor (HPC)', 0.11841586113114522)]"
90,21.886327743530273,28,True,"[('sensor_4', 0.08644616486550898), ('sensor_11', 0.07928046288853918), ('sensor_14', 0.07625178487437938), ('sensor_15', 0.073946510506281), ('sensor_13', 0.07312624139602474)]","[('High-Pressure Turbine (HPT)', 0.19827816743452586), ('Fan', 0.1861043836415436), ('Combustion Chamber', 0.1434061651731863), ('Overall Inlet', 0.11502500416214159), ('Fan inlet pressure (psia)', 0.11497129249925997)]"
91,23.290578842163086,38,True,"[('sensor_11', 0.10221079589987457), ('sensor_15', 0.10003444803776351), ('sensor_8', 0.09764285963266069), ('sensor_4', 0.09081099661563762), ('sensor_17', 0.07749887928955215)]","[('High-Pressure Turbine (HPT)', 0.23369105886148756), ('Combustion Chamber', 0.1797096751894267), ('High-Pressure Compressor (HPC)', 0.1424014302568108), ('Overall Inlet', 0.10376702565656606), ('Fan inlet pressure (psia)', 0.1037124764691213)]"
92,19.89792823791504,20,True,"[('sensor_8', 0.09922974386766217), ('sensor_4', 0.09740716821175655), ('sensor_11', 0.09630852290589154), ('sensor_15', 0.09612577565258441), ('sensor_13', 0.08052147147505653)]","[('High-Pressure Turbine (HPT)', 0.2554866397956135), ('Combustion Chamber', 0.17627462097680002), ('High-Pressure Compressor (HPC)', 0.13109278658867374), ('Overall Inlet', 0.107946200039467), ('Fan inlet pressure (psia)', 0.10788799785546552)]"
93,43.6158447265625,85,False,"[('sensor_11', 0.08205384632602496), ('sensor_4', 0.08016572200736995), ('sensor_14', 0.0781010962603507), ('sensor_15', 0.07420783690222033), ('sensor_13', 0.07378726910579969)]","[('Fan', 0.204857496735806), ('High-Pressure Turbine (HPT)', 0.1945112918325318), ('Combustion Chamber', 0.15023349586669618), ('Overall Inlet', 0.10379422210527953), ('Fan inlet pressure (psia)', 0.10372671903693195)]"
94,66.11284637451172,55,False,"[('sensor_4', 0.085679286370692), ('sensor_11', 0.0837450839176023), ('sensor_13', 0.07952989364736512), ('sensor_12', 0.07727113745627902), ('sensor_7', 0.07637593965546716)]","[('High-Pressure Turbine (HPT)', 0.2140547085729106), ('Combustion Chamber', 0.15236365298869786), ('Fan', 0.13114223851476142), ('Overall Inlet', 0.128745002134184), ('Fan inlet pressure (psia)', 0.1286926510185499)]"
95,120.47596740722656,128,False,"[('sensor_12', 0.11287995482663453), ('sensor_20', 0.10817497439272257), ('sensor_7', 0.08424978693877598), ('op_setting_2', 0.06675657157675553), ('sensor_6', 0.06357075433259113)]","[('High-Pressure Turbine (HPT)', 0.1729065916056069), ('Overall Inlet', 0.13867862680847098), ('Fan inlet pressure (psia)', 0.13860017454660165), ('Unknown', 0.11626385422760666), ('Low-Pressure Compressor (LPC)', 0.11304282506731676)]"
96,119.96383666992188,137,False,"[('sensor_20', 0.09979383133012519), ('sensor_12', 0.09698394966359607), ('sensor_9', 0.09178677460872756), ('op_setting_1', 0.08171520877346419), ('sensor_14', 0.07943279446602565)]","[('Fan', 0.22993199567964662), ('High-Pressure Turbine (HPT)', 0.14506328669886365), ('Unknown', 0.13908284182290465), ('Overall Inlet', 0.11855897367626442), ('Fan inlet pressure (psia)', 0.11847697936135587)]"
97,88.6659927368164,82,False,"[('sensor_9', 0.11214136149427659), ('sensor_12', 0.10876215166835493), ('sensor_14', 0.0943203352357613), ('sensor_7', 0.08104763223163634), ('sensor_20', 0.07741018589677656)]","[('Fan', 0.2561850835767162), ('High-Pressure Turbine (HPT)', 0.15082484931164092), ('Overall Inlet', 0.12132959145137114), ('Fan inlet pressure (psia)', 0.12126404446804871), ('Corrected fan speed (rpm)', 0.11214136149427659)]"
98,49.14104080200195,59,False,"[('sensor_7', 0.08073994467105257), ('sensor_11', 0.07680369370700077), ('sensor_12', 0.07462797805061325), ('sensor_20', 0.0728339504546684), ('sensor_15', 0.07164646071668897)]","[('High-Pressure Turbine (HPT)', 0.1777301870341491), ('Fan', 0.1749822204324923), ('Combustion Chamber', 0.12880770672531075), ('Overall Inlet', 0.12776061210900558), ('Fan inlet pressure (psia)', 0.12770673322833975)]"
99,119.16864776611328,117,False,"[('sensor_20', 0.12269414522030153), ('sensor_12', 0.09995843919073193), ('sensor_9', 0.0924572147026501), ('sensor_14', 0.08973246020655523), ('sensor_21', 0.0889507469346024)]","[('Fan', 0.24256018717275699), ('High-Pressure Turbine (HPT)', 0.141057878900925), ('Unknown', 0.12726774360319767), ('Overall Engine System', 0.12291957007861726), ('Engine pressure ratio', 0.12269414522030153)]"
100,11.182241439819336,20,True,"[('sensor_9', 0.2171378304433915), ('sensor_14', 0.18800394474353962), ('sensor_20', 0.05718989670267059), ('sensor_17', 0.0567513989313275), ('sensor_12', 0.05660160802710357)]","[('Fan', 0.4510847562204159), ('Corrected fan speed (rpm)', 0.2171378304433915), ('Physical fan speed (rpm)', 0.18800394474353962), ('High-Pressure Turbine (HPT)', 0.12186456128050771), ('Combustion Chamber', 0.09016892591424361)]"
